111111,'Toyota','Prius',2015,'blue',80000,'available','economy_electric','Downtown','Vancouver'
111112,'Kia','Niro',2016,'white',22000,'available','economy_gas','Downtown','Vancouver'
111113,'Toyota','Prius',2016,'blue',35500,'available','economy_hybrid','Downtown','Vancouver'
111114,'Kia','Forte',2016,'purple',35500,'available','compact_electric','Downtown','Vancouver'
111115,'Honda','Civic',2016,'red',35500,'available','compact_gas','Downtown','Vancouver'
111116,'Honda','Civic',2010,'red',200000,'available','compact_hybrid','Downtown','Vancouver'
111117,'Nissan','Sentra',2010,'blue',200000,'available','midsize_electric','Downtown','Vancouver'
111118,'Ford','Focus',2010,'blue',200000,'available','midsize_gas','Downtown','Vancouver'
111119,'Ford','Focus',2010,'blue',200000,'available','midsize_hybrid','Downtown','Vancouver'
111120,'Toyota','Corolla',2012,'blue',150000,'available','standard_electric','Downtown','Vancouver'
111121,'Toyota','Corolla',2014,'blue',100000,'available','standard_gas','Downtown','Vancouver'
111122,'Toyota','Corolla',2015,'blue',68000,'available','standard_hybrid','Downtown','Vancouver'
111123,'Ford','Fusion',2015,'white',73000,'available','fullsize_electric','Downtown','Vancouver'
111124,'Nissan','Altima',2015,'black',59000,'available','fullsize_gas','Downtown','Vancouver'
111125,'Nissan','Altima',2015,'brick orange',33000,'available','fullsize_hybrid','Downtown','Vancouver'
111126,'Toyota','Rav4',2015,'white',80000,'available','suv_electric','Downtown','Vancouver'
111127,'Ford','Edge',2015,'yellow',15000,'available','suv_gas','Downtown','Vancouver'
111128,'Ford','Edge',2015,'brown',56500,'available','suv_hybrid','Downtown','Vancouver'
111129,'Nissan','Frontier',2015,'metallic grey',75000,'available','truck_electric','Downtown','Vancouver'
111130,'Nissan','Frontier',2015,'metallic grey',75000,'available','truck_gas','Downtown','Vancouver'
111131,'Nissan','Frontier',2015,'metallic grey',75000,'available','truck_hybrid','Downtown','Vancouver'
111132,'Chevrolet','Aveo',2015,'metallic grey',75000,'available','economy_electric','Midtown','Vancouver'
111133,'Chevrolet','Aveo',2015,'metallic grey',75000,'available','economy_gas','Midtown','Vancouver'
111134,'Chevrolet','Aveo',2015,'metallic grey',75000,'available','economy_hybrid','Midtown','Vancouver'
111135,'Hyundai','Elantra',2019,'metallic grey',12500,'available','compact_electric','Midtown','Vancouver'
111136,'Hyundai','Veloster',2019,'metallic grey',11500,'available','compact_gas','Midtown','Vancouver'
111137,'Volkswagen ','GTI',2019,'metallic grey',18000,'available','compact_hybrid','Midtown','Vancouver'
111138,'Toyota','Corolla',2019,'red',5000,'available','midsize_electric','Midtown','Vancouver'
111139,'Ford','Focus',2019,'red',7800,'available','midsize_gas','Midtown','Vancouver'
111140,'Ford','Focus',2011,'red',64500,'available','midsize_hybrid','Midtown','Vancouver'
111141,'Toyota','Corolla',2011,'red',146000,'available','standard_electric','Midtown','Vancouver'
111142,'Toyota','Corolla',2011,'red',150000,'available','standard_gas','Midtown','Vancouver'
111143,'Toyota','Corolla',2011,'red',150000,'available','standard_hybrid','Midtown','Vancouver'
111144,'Chevrolet','Impala',2011,'red',150000,'available','fullsize_electric','Midtown','Vancouver'
111145,'Ford','Taurus',2011,'green marble',150000,'available','fullsize_gas','Midtown','Vancouver'
111146,'Nissan','Altima',2011,'purple',135000,'available','fullsize_hybrid','Midtown','Vancouver'
111147,'Chevrolet','Tahoe',2013,'grey',135000,'available','suv_electric','Midtown','Vancouver'
111148,'Chevrolet','Tahoe',2013,'grey',135000,'available','suv_gas','Midtown','Vancouver'
111149,'Chevrolet','Tahoe',2013,'black',135000,'available','suv_hybrid','Midtown','Vancouver'
111150,'Nissan','Frontier',2013,'black',67000,'available','truck_electric','Midtown','Vancouver'
111151,'Ford','F150',2013,'black',48000,'available','truck_gas','Midtown','Vancouver'
111152,'Ford','F150',2013,'black',48500,'available','truck_hybrid','Midtown','Vancouver'
111153,'Chevrolet','Aveo',2013,'black',99000,'available','economy_electric','Downtown','Burnaby'
111154,'Chevrolet','Aveo',2013,'black',34000,'available','economy_gas','Downtown','Burnaby'
111155,'Chevrolet','Aveo',2019,'black',20000,'available','economy_hybrid','Downtown','Burnaby'
111156,'Kia','Forte',2019,'white',50000,'available','compact_electric','Downtown','Burnaby'
111157,'Honda','Civic',2017,'white',35000,'available','compact_gas','Downtown','Burnaby'
111158,'Mazda','Mazda3',2017,'white',35000,'available','compact_hybrid','Downtown','Burnaby'
111159,'Dodge','Avenger',2017,'white',35000,'available','midsize_electric','Downtown','Burnaby'
111160,'Dodge','Avenger',2017,'white',35000,'available','midsize_gas','Downtown','Burnaby'
111161,'Dodge','Avenger',2017,'white',35000,'available','midsize_hybrid','Downtown','Burnaby'
111162,'Toyota','Corolla',2017,'blue',35000,'available','standard_electric','Downtown','Burnaby'
111163,'Toyota','Corolla',2010,'blue',100000,'available','standard_gas','Downtown','Burnaby'
111164,'Toyota','Corolla',2010,'blue',100000,'available','standard_hybrid','Downtown','Burnaby'
111165,'Nissan','Armada',2010,'blue',100000,'available','fullsize_electric','Downtown','Burnaby'
111166,'Nissan','Armada',2010,'blue',100000,'available','fullsize_gas','Downtown','Burnaby'
111167,'Nissan','Armada',2010,'blue',100000,'available','fullsize_hybrid','Downtown','Burnaby'
111168,'Ford','Escape',2012,'blue',100000,'available','suv_electric','Downtown','Burnaby'
