285834,Toyota,Prius,2015,blue,80000,available,economy_electric,Downtown,Vancouver
401853,Kia,Niro,2016,white,22000,available,economy_gas,Downtown,Vancouver
395267,Toyota,Prius,2016,blue,35500,available,economy_hybrid,Downtown,Vancouver
977841,Kia,Forte,2016,purple,35500,available,compact_electric,Downtown,Vancouver
323642,Honda,Civic,2016,red,35500,available,compact_gas,Downtown,Vancouver
134772,Honda,Civic,2010,red,200000,available,compact_hybrid,Downtown,Vancouver
485830,Nissan,Sentra,2010,blue,200000,available,midsize_electric,Downtown,Vancouver
294121,Ford,Focus,2010,blue,200000,available,midsize_gas,Downtown,Vancouver
195921,Ford,Focus,2010,blue,200000,available,midsize_hybrid,Downtown,Vancouver
701740,Toyota,Corolla,2012,blue,150000,available,standard_electric,Downtown,Vancouver
575370,Toyota,Corolla,2014,blue,100000,available,standard_gas,Downtown,Vancouver
610034,Toyota,Corolla,2015,blue,68000,available,standard_hybrid,Downtown,Vancouver
549587,Ford,Fusion,2015,white,73000,available,fullsize_electric,Downtown,Vancouver
385674,Nissan,Altima,2015,black,59000,available,fullsize_gas,Downtown,Vancouver
715498,Nissan,Altima,2015,brick orange,33000,available,fullsize_hybrid,Downtown,Vancouver
500207,Toyota,Rav4,2015,white,80000,available,suv_electric,Downtown,Vancouver
686376,Ford,Edge,2015,yellow,15000,available,suv_gas,Downtown,Vancouver
801741,Ford,Edge,2015,brown,56500,available,suv_hybrid,Downtown,Vancouver
603872,Nissan,Frontier,2015,metallic grey,75000,available,truck_electric,Downtown,Vancouver
621265,Nissan,Frontier,2015,metallic grey,75000,available,truck_gas,Downtown,Vancouver
757250,Nissan,Frontier,2015,metallic grey,75000,available,truck_hybrid,Downtown,Vancouver
294725,Chevrolet,Aveo,2015,metallic grey,75000,available,economy_electric,Midtown,Vancouver
857098,Chevrolet,Aveo,2015,metallic grey,75000,available,economy_gas,Midtown,Vancouver
137979,Chevrolet,Aveo,2015,metallic grey,75000,available,economy_hybrid,Midtown,Vancouver
141114,Hyundai,Elantra,2019,metallic grey,12500,available,compact_electric,Midtown,Vancouver
921418,Hyundai,Veloster,2019,metallic grey,11500,available,compact_gas,Midtown,Vancouver
656721,Volkswagen ,GTI,2019,metallic grey,18000,available,compact_hybrid,Midtown,Vancouver
371258,Toyota,Corolla,2019,red,5000,available,midsize_electric,Midtown,Vancouver
253004,Ford,Focus,2019,red,7800,available,midsize_gas,Midtown,Vancouver
158144,Ford,Focus,2011,red,64500,available,midsize_hybrid,Midtown,Vancouver
924288,Toyota,Corolla,2011,red,146000,available,standard_electric,Midtown,Vancouver
993740,Toyota,Corolla,2011,red,150000,available,standard_gas,Midtown,Vancouver
514812,Toyota,Corolla,2011,red,150000,available,standard_hybrid,Midtown,Vancouver
153742,Chevrolet,Impala,2011,red,150000,available,fullsize_electric,Midtown,Vancouver
572503,Ford,Taurus,2011,green marble,150000,available,fullsize_gas,Midtown,Vancouver
221306,Nissan,Altima,2011,purple,135000,available,fullsize_hybrid,Midtown,Vancouver
344154,Chevrolet,Tahoe,2013,grey,135000,available,suv_electric,Midtown,Vancouver
620317,Chevrolet,Tahoe,2013,grey,135000,available,suv_gas,Midtown,Vancouver
573872,Chevrolet,Tahoe,2013,black,135000,available,suv_hybrid,Midtown,Vancouver
230826,Nissan,Frontier,2013,black,67000,available,truck_electric,Midtown,Vancouver
845989,Ford,F150,2013,black,48000,available,truck_gas,Midtown,Vancouver
445060,Ford,F150,2013,black,48500,available,truck_hybrid,Midtown,Vancouver
346255,Chevrolet,Aveo,2013,black,99000,available,economy_electric,Downtown,Burnaby
945494,Chevrolet,Aveo,2013,black,34000,available,economy_gas,Downtown,Burnaby
487381,Chevrolet,Aveo,2019,black,20000,available,economy_hybrid,Downtown,Burnaby
262707,Kia,Forte,2019,white,50000,available,compact_electric,Downtown,Burnaby
381894,Honda,Civic,2017,white,35000,available,compact_gas,Downtown,Burnaby
239301,Mazda,Mazda3,2017,white,35000,available,compact_hybrid,Downtown,Burnaby
143409,Dodge,Avenger,2017,white,35000,available,midsize_electric,Downtown,Burnaby
196097,Dodge,Avenger,2017,white,35000,available,midsize_gas,Downtown,Burnaby
624874,Dodge,Avenger,2017,white,35000,available,midsize_hybrid,Downtown,Burnaby
705051,Toyota,Corolla,2017,blue,35000,available,standard_electric,Downtown,Burnaby
882332,Toyota,Corolla,2010,blue,100000,available,standard_gas,Downtown,Burnaby
819395,Toyota,Corolla,2010,blue,100000,available,standard_hybrid,Downtown,Burnaby
931496,Nissan,Armada,2010,blue,100000,available,fullsize_electric,Downtown,Burnaby
699174,Nissan,Armada,2010,blue,100000,available,fullsize_gas,Downtown,Burnaby
165953,Nissan,Armada,2010,blue,100000,available,fullsize_hybrid,Downtown,Burnaby
300654,Ford,Escape,2012,blue,100000,available,suv_electric,Downtown,Burnaby
659270,Toyota,Rav4,2012,yellow,100000,available,suv_gas,Downtown,Burnaby
651780,Nissan,Armada,2018,pink,40000,available,suv_hybrid,Downtown,Burnaby
975961,Ford,F150,2012,ochre,140000,available,truck_electric,Downtown,Burnaby
419980,Nissan,Frontier,2012,violet,140000,available,truck_gas,Downtown,Burnaby
750256,Nissan,Frontier,2012,black,140000,available,truck_hybrid,Downtown,Burnaby
267075,Hyundai,Accent,2013,black,140000,available,economy_electric,Midtown,Burnaby
954621,Hyundai,Accent,2013,black,80000,available,economy_gas,Midtown,Burnaby
456047,Hyundai,Accent,2013,black,90000,available,economy_hybrid,Midtown,Burnaby
116050,Mazda,Mazda3,2013,black,400000,available,compact_electric,Midtown,Burnaby
998775,Kia,Forte,2013,black,120000,available,compact_gas,Midtown,Burnaby
731007,Chevrolet,Cobalt,2013,black,120000,available,compact_hybrid,Midtown,Burnaby
627791,Toyota,Corolla,2016,black,50000,available,midsize_electric,Midtown,Burnaby
752963,Dodge,Avenger,2015,black,70000,available,midsize_gas,Midtown,Burnaby
696700,Ford,Focus,2010,black,200000,available,midsize_hybrid,Midtown,Burnaby
744097,Toyota,Corolla,2011,black,200000,available,standard_electric,Midtown,Burnaby
195875,Toyota,Corolla,2017,black,40000,available,standard_gas,Midtown,Burnaby
976051,Toyota,Corolla,2017,black,45000,available,standard_hybrid,Midtown,Burnaby
365757,Ford,Fusion,2017,black,45000,available,fullsize_electric,Midtown,Burnaby
136841,Dodge,Charger,2017,green,45000,available,fullsize_gas,Midtown,Burnaby
303804,Chevrolet,Impala,2017,blue,45000,available,fullsize_hybrid,Midtown,Burnaby
150743,Toyota,Rav4,2017,blue,45000,available,suv_electric,Midtown,Burnaby
949941,Toyota,Rav5,2017,blue,45000,available,suv_gas,Midtown,Burnaby
636018,Toyota,Rav6,2017,blue,45000,available,suv_hybrid,Midtown,Burnaby
788703,Nissan,Frontier,2017,blue,45000,available,truck_electric,Midtown,Burnaby
443261,Nissan,Frontier,2010,brown,180000,available,truck_gas,Midtown,Burnaby
675239,Nissan,Frontier,2010,brown,180000,available,truck_hybrid,Midtown,Burnaby
945896,Chevrolet,Spark,2010,brown,180000,available,economy_electric,Downtown,Surrey
767163,Hyundai,Accent,2010,brown,180000,available,economy_gas,Downtown,Surrey
632524,Hyundai,Accent,2010,brown,180000,available,economy_hybrid,Downtown,Surrey
296357,Hyundai,Veloster,2010,red,180000,available,compact_electric,Downtown,Surrey
992341,Ford,Focus,2010,red,180000,available,compact_gas,Downtown,Surrey
656281,Hyundai,Elantra,2010,red,180000,available,compact_hybrid,Downtown,Surrey
369152,Toyota,Corolla,2010,grey,180000,available,midsize_electric,Downtown,Surrey
439697,Toyota,Corolla,2010,grey,180000,available,midsize_gas,Downtown,Surrey
995148,Toyota,Corolla,2010,blue,180000,available,midsize_hybrid,Downtown,Surrey
554710,Toyota,Corolla,2012,white,75000,available,standard_electric,Downtown,Surrey
888524,Toyota,Corolla,2012,black,75000,available,standard_gas,Downtown,Surrey
445901,Toyota,Corolla,2012,white,75000,available,standard_hybrid,Downtown,Surrey
764105,Ford,Taurus,2012,white,85000,available,fullsize_electric,Downtown,Surrey
212952,Ford,Taurus,2012,red,85000,available,fullsize_gas,Downtown,Surrey
847471,Ford,Taurus,2012,pink,45000,available,fullsize_hybrid,Downtown,Surrey
723417,Ford,Edge,2012,baby blue,55000,available,suv_electric,Downtown,Surrey
990459,Ford,Edge,2012,silver,90000,available,suv_gas,Downtown,Surrey
203101,Ford,Edge,2012,silver,90000,available,suv_hybrid,Downtown,Surrey
715006,Nissan,Frontier,2012,silver,90000,available,truck_electric,Downtown,Surrey
683644,Nissan,Frontier,2018,silver,15000,available,truck_gas,Downtown,Surrey
795381,Nissan,Frontier,2018,silver,40000,available,truck_hybrid,Downtown,Surrey
354683,Chevrolet,Aveo,2018,silver,40000,available,economy_electric,Midtown,Surrey
208323,Chevrolet,Aveo,2018,light brown,25000,available,economy_gas,Midtown,Surrey
297758,Chevrolet,Aveo,2018,bright red,10000,available,economy_hybrid,Midtown,Surrey
809697,Hyundai,Elantra,2018,gold,18000,available,compact_electric,Midtown,Surrey
295844,Volkswagen ,GTI,2018,white,18000,available,compact_gas,Midtown,Surrey
670660,Subaru ,Impreza,2018,white,18000,available,compact_hybrid,Midtown,Surrey
113773,Dodge,Avenger,2018,white,18000,available,midsize_electric,Midtown,Surrey
338856,Dodge,Avenger,2018,white,18000,available,midsize_gas,Midtown,Surrey
331297,Dodge,Avenger,2018,white,18000,available,midsize_hybrid,Midtown,Surrey
117183,Toyota,Corolla,2018,white,18000,available,standard_electric,Midtown,Surrey
410133,Toyota,Corolla,2019,white,10000,available,standard_gas,Midtown,Surrey
929195,Toyota,Corolla,2010,white,150000,available,standard_hybrid,Midtown,Surrey
942664,Dodge,Charger,2010,black,160000,available,fullsize_electric,Midtown,Surrey
670097,Dodge,Charger,2010,black,130000,available,fullsize_gas,Midtown,Surrey
544775,Dodge,Charger,2010,black,120000,available,fullsize_hybrid,Midtown,Surrey
198981,Jeep,Cherokee,2010,black,150000,available,suv_electric,Midtown,Surrey
